source,target,distance,duration,pm
23,135,429.0,330.0,83.2225262497
23,171,499.0,392.0,58.4221086701
23,345,672.0,497.0,60.9452905171
23,305,556.0,391.0,76.0527870076
23,337,770.0,555.0,60.25158996800001
23,220,977.0,700.0,61.1917454339
23,209,940.0,716.0,81.20876843479999
23,124,943.0,720.0,85.2104830656
24,110,696.0,495.0,55.635152385699996
24,84,598.0,460.0,68.175690578
24,46,762.0,554.0,71.6928034532
24,105,787.0,664.0,80.3006708206
24,209,938.0,724.0,81.20876843479999
24,34,646.0,440.0,85.3564679043
24,114,599.0,455.0,73.96164514670002
24,290,1017.0,745.0,80.1331186482
24,60,935.0,648.0,81.6161554528
25,148,477.0,352.0,83.6651037068
25,99,426.0,341.0,70.08880067359999
25,290,715.0,514.0,80.1331186482
25,38,691.0,501.0,80.2301821824
25,270,623.0,445.0,64.8311243828
25,112,845.0,631.0,79.8724751456
25,110,1088.0,781.0,55.635152385699996
25,261,1050.0,801.0,72.49729137770001
25,46,1202.0,880.0,71.6928034532
26,315,384.0,269.0,79.9585255857
26,10,480.0,377.0,68.5036702937
26,281,670.0,514.0,72.5318286267
26,87,1191.0,873.0,95.77306695530001
26,6,622.0,436.0,79.56075235770001
26,275,594.0,444.0,73.46672758369998
26,245,975.0,658.0,51.38666189510001
26,57,1172.0,873.0,79.7970072921
26,102,1088.0,774.0,94.93728557040001
27,139,267.0,207.0,78.33771847850001
27,257,379.0,294.0,67.0741025388
27,4,432.0,318.0,86.04048798950001
27,100,577.0,447.0,54.5192404776
27,41,813.0,626.0,67.5753996258
27,194,799.0,622.0,67.2482267802
27,260,549.0,424.0,69.987682799
27,66,714.0,557.0,62.377271960600005
27,165,995.0,722.0,43.5423933819
28,113,529.0,421.0,85.507360565
28,294,793.0,589.0,70.9168956959
28,306,557.0,394.0,55.6059862308
28,222,908.0,681.0,66.37464485859999
28,157,1030.0,774.0,62.1486378799
28,112,757.0,558.0,79.8724751456
28,240,832.0,676.0,57.088533131999995
28,242,914.0,713.0,65.5043449035
28,322,951.0,717.0,62.051770852
29,121,440.0,318.0,52.7749660718
29,255,359.0,284.0,62.698390911400004
29,80,495.0,403.0,81.1898640724
29,258,646.0,508.0,72.9244282366
29,159,743.0,596.0,73.0199010585
29,179,672.0,496.0,73.3533865479
29,85,714.0,488.0,74.5192949252
29,194,988.0,722.0,67.2482267802
29,198,788.0,573.0,89.7953549309
30,287,398.0,324.0,76.2765884656
30,150,587.0,439.0,76.7812260557
30,165,784.0,602.0,43.5423933819
30,92,907.0,715.0,77.1766881104
30,274,1142.0,882.0,69.9193069262
30,4,1263.0,962.0,86.04048798950001
30,65,1298.0,1011.0,79.7640361795
30,56,1546.0,1207.0,45.552062742
30,192,1658.0,1255.0,80.5927926709
31,276,260.0,191.0,63.2281196023
31,295,546.0,412.0,70.154086959
31,140,560.0,421.0,75.2367904404
31,273,619.0,443.0,93.700298358
31,174,750.0,561.0,66.4031129784
31,40,857.0,621.0,75.8165504817
31,17,871.0,618.0,67.9958824949
31,324,928.0,674.0,64.1335131941
31,123,985.0,734.0,63.4219650863
32,62,270.0,218.0,92.94150523489999
32,66,337.0,245.0,62.377271960600005
32,100,525.0,398.0,54.5192404776
32,53,469.0,335.0,62.7583762459
32,97,585.0,448.0,56.8320623285
32,232,642.0,481.0,82.9287572766
32,194,716.0,575.0,67.2482267802
32,85,811.0,634.0,74.5192949252
32,257,667.0,514.0,67.0741025388
33,313,335.0,254.0,67.72113476770001
33,341,672.0,469.0,65.7374033112
33,202,982.0,764.0,76.03960916279999
33,199,793.0,573.0,72.6879923273
33,296,1185.0,933.0,81.73152426770001
33,293,1238.0,966.0,81.2891103011
33,192,1113.0,816.0,80.5927926709
33,142,1050.0,843.0,67.6734947167
33,161,1074.0,811.0,99.98156291020001
34,60,289.0,208.0,81.6161554528
34,35,421.0,319.0,75.9632200282
34,114,636.0,501.0,73.96164514670002
34,110,521.0,403.0,55.635152385699996
34,24,646.0,511.0,85.7473585269
34,290,842.0,646.0,80.1331186482
34,291,857.0,649.0,82.4871563716
34,318,1085.0,805.0,74.25131940680001
34,334,1004.0,744.0,65.7226614057
35,60,370.0,262.0,81.6161554528
35,34,421.0,309.0,85.3564679043
35,114,574.0,450.0,73.96164514670002
35,291,410.0,300.0,82.4871563716
35,334,707.0,504.0,65.7226614057
35,127,813.0,631.0,85.4892212167
35,318,1128.0,841.0,74.25131940680001
35,345,1164.0,907.0,60.9452905171
35,110,942.0,712.0,55.635152385699996
36,193,241.0,194.0,71.9249263424
36,206,485.0,346.0,73.06063161659999
36,141,392.0,275.0,74.4357256836
36,239,484.0,358.0,72.6806896267
36,173,558.0,391.0,57.1141433037
36,158,663.0,508.0,93.2356838171
36,79,693.0,514.0,74.1478617835
36,175,1020.0,716.0,73.6499238726
36,88,756.0,556.0,67.0772180219
37,321,683.0,490.0,49.5888810612
37,164,1081.0,781.0,65.5982412424
37,229,902.0,724.0,73.3096244056
37,19,1250.0,935.0,60.586137147799995
37,44,2140.0,1553.0,91.3705713807
37,347,4128.0,3028.0,80.5187830018
37,341,3421.0,2521.0,65.7374033112
37,33,4101.0,3076.0,85.8128491799
37,83,2345.0,1775.0,76.31658127680001
38,261,447.0,367.0,72.49729137770001
38,46,511.0,379.0,71.6928034532
38,290,614.0,449.0,80.1331186482
38,99,979.0,752.0,70.08880067359999
38,20,787.0,596.0,69.1429609991
38,25,691.0,514.0,64.5694833772
38,201,650.0,506.0,81.6700883909
38,110,767.0,552.0,55.635152385699996
38,155,1027.0,844.0,58.641771159399994
39,247,358.0,260.0,84.185027625
39,81,385.0,296.0,69.18588285770001
39,145,1000.0,765.0,73.0198705199
39,314,741.0,548.0,88.7480163458
39,197,848.0,653.0,69.5661934046
39,218,922.0,675.0,70.8090481686
39,279,1308.0,960.0,77.58341363310001
39,143,1395.0,1038.0,77.0316701149
39,190,1156.0,840.0,76.2721221332
40,123,479.0,370.0,63.4219650863
40,200,582.0,446.0,73.6288779035
40,67,499.0,394.0,71.3257727816
40,174,479.0,346.0,66.4031129784
40,276,749.0,560.0,63.2281196023
40,244,577.0,400.0,73.9788415564
40,344,793.0,605.0,67.6222090507
40,31,857.0,643.0,78.9811414735
40,273,797.0,580.0,93.700298358
41,194,430.0,337.0,67.2482267802
41,139,379.0,274.0,78.33771847850001
41,80,632.0,548.0,81.1898640724
41,280,785.0,661.0,73.1846690552
41,27,646.0,476.0,71.1402668045
41,100,652.0,488.0,54.5192404776
41,121,775.0,604.0,52.7749660718
41,257,750.0,558.0,67.0741025388
41,29,1041.0,879.0,61.2441039757
42,161,564.0,455.0,99.98156291020001
42,129,837.0,666.0,53.556469353900006
42,203,1167.0,939.0,64.7720549741
42,142,1483.0,1191.0,67.6734947167
42,43,1585.0,1271.0,68.7891225744
42,33,1112.0,854.0,85.8128491799
42,185,1823.0,1446.0,57.863476116499996
42,64,1855.0,1496.0,76.4300580715
42,313,1449.0,1111.0,67.72113476770001
43,142,325.0,243.0,67.6734947167
43,185,366.0,305.0,57.863476116499996
43,203,526.0,392.0,64.7720549741
43,336,597.0,470.0,65.8663886407
43,64,686.0,585.0,76.4300580715
43,296,730.0,542.0,81.73152426770001
43,278,964.0,769.0,68.9933087846
43,161,1117.0,820.0,99.98156291020001
43,202,877.0,640.0,76.03960916279999
44,347,1999.0,1488.0,80.5187830018
44,341,1269.0,953.0,65.7374033112
44,164,1086.0,847.0,65.5982412424
44,192,1087.0,852.0,80.5927926709
44,199,1219.0,961.0,72.6879923273
44,313,1614.0,1270.0,67.72113476770001
44,321,1555.0,1204.0,49.5888810612
44,274,1430.0,1102.0,69.9193069262
44,33,1949.0,1508.0,85.8128491799
45,340,955.0,689.0,64.1130886905
45,302,815.0,630.0,76.7783417243
45,138,767.0,543.0,68.8844873755
45,342,1141.0,869.0,71.53704598770001
45,264,1256.0,894.0,70.0731934033
45,2,1712.0,1263.0,53.5807796005
45,246,1875.0,1388.0,89.0083571717
45,282,1568.0,1154.0,65.9800547207
45,117,2460.0,1825.0,81.5101077422
46,38,511.0,393.0,80.2301821824
46,110,435.0,311.0,55.635152385699996
46,84,540.0,431.0,68.175690578
46,290,809.0,594.0,80.1331186482
46,20,539.0,414.0,69.1429609991
46,24,763.0,571.0,85.7473585269
46,261,702.0,573.0,72.49729137770001
46,25,1202.0,907.0,64.5694833772
46,105,1117.0,923.0,80.3006708206
47,126,462.0,334.0,74.4471212377
47,18,475.0,351.0,77.1657407476
47,152,527.0,391.0,71.3841189542
47,236,646.0,479.0,69.90468507770001
47,214,1059.0,802.0,67.8202577155
47,70,1030.0,763.0,70.48351104449999
47,148,1137.0,862.0,83.6651037068
47,288,966.0,752.0,74.8130423798
47,270,1503.0,1133.0,64.8311243828
48,8,528.0,414.0,58.8756459072
48,207,685.0,506.0,67.8991732946
48,191,918.0,675.0,79.4434469327
48,298,675.0,479.0,84.1459358039
48,219,1113.0,783.0,86.88339652110001
48,78,1010.0,753.0,68.670324345
48,320,1353.0,968.0,72.9389813864
48,130,1214.0,877.0,79.4480830286
48,186,1157.0,849.0,87.8359656847
49,303,989.0,747.0,66.6600238788
49,223,562.0,401.0,80.0680664021
49,15,2149.0,1539.0,82.66253574779999
49,3,1810.0,1286.0,80.3057668322
49,289,1713.0,1229.0,77.23967801100001
49,11,2081.0,1503.0,61.66656297390001
49,124,1843.0,1334.0,85.2104830656
49,90,1778.0,1269.0,73.878624965
49,76,1507.0,1067.0,93.6568443297
50,71,441.0,325.0,72.3600032368
50,286,376.0,302.0,65.5125120438
50,101,737.0,548.0,82.2326195463
50,239,740.0,528.0,72.6806896267
50,162,634.0,489.0,67.7696183045
50,73,735.0,521.0,80.0827003231
50,144,699.0,484.0,74.8199191123
50,119,1120.0,812.0,72.781853626
50,316,1087.0,801.0,80.4903853552
51,181,461.0,389.0,54.627103762299996
51,96,816.0,632.0,83.7300167686
51,79,894.0,668.0,74.1478617835
51,248,578.0,447.0,61.4663473971
51,213,796.0,578.0,49.9237763459
51,173,893.0,632.0,57.1141433037
51,133,1111.0,859.0,61.452211193000004
51,193,1043.0,810.0,71.9249263424
51,154,825.0,611.0,88.2140044831
52,271,647.0,479.0,74.14765543899999
52,53,600.0,467.0,62.7583762459
52,260,633.0,464.0,69.987682799
52,291,499.0,398.0,82.4871563716
52,334,707.0,542.0,65.7226614057
52,66,620.0,508.0,62.377271960600005
52,262,843.0,658.0,76.4636465651
52,32,935.0,722.0,65.3059061944
52,257,872.0,690.0,67.0741025388
53,32,469.0,347.0,65.3059061944
53,232,650.0,490.0,82.9287572766
53,262,547.0,406.0,76.4636465651
53,52,600.0,473.0,64.7828728511
53,66,568.0,419.0,62.377271960600005
53,62,662.0,514.0,92.94150523489999
53,97,738.0,568.0,56.8320623285
53,334,775.0,598.0,65.7226614057
53,100,786.0,596.0,54.5192404776
54,241,357.0,241.0,60.021995610699996
54,169,809.0,646.0,75.33710186260001
54,277,519.0,396.0,81.78722889689999
54,278,618.0,493.0,68.9933087846
54,58,728.0,569.0,71.9299716552
54,221,900.0,683.0,75.5059659219
54,238,742.0,568.0,75.8402680207
54,153,776.0,612.0,79.9387593446
54,64,1409.0,1088.0,76.4300580715
55,82,267.0,202.0,73.57972019600001
55,116,329.0,256.0,68.9461574578
55,11,541.0,383.0,61.66656297390001
55,15,726.0,512.0,82.66253574779999
55,253,684.0,502.0,78.0665201707
55,84,1077.0,769.0,68.175690578
55,105,861.0,645.0,80.3006708206
55,289,941.0,685.0,77.23967801100001
55,204,1228.0,879.0,74.58484241859999
56,274,434.0,300.0,69.9193069262
56,147,536.0,389.0,67.5403061262
56,131,625.0,503.0,84.8564642506
56,269,594.0,436.0,78.4049566324
56,65,622.0,455.0,79.7640361795
56,192,807.0,569.0,80.5927926709
56,300,912.0,704.0,73.9066280355
56,199,936.0,704.0,72.6879923273
56,182,1218.0,918.0,76.1260145942
57,69,484.0,347.0,89.81978876790001
57,87,457.0,428.0,95.77306695530001
57,281,747.0,567.0,72.5318286267
57,26,1174.0,1062.0,77.2854769087
57,16,851.0,683.0,66.8975586539
57,72,1031.0,768.0,58.2540208372
57,89,1043.0,779.0,61.3296155598
57,315,1298.0,1126.0,79.9585255857
57,6,1155.0,943.0,79.56075235770001
58,278,336.0,262.0,68.9933087846
58,241,467.0,362.0,60.021995610699996
58,153,675.0,567.0,79.9387593446
58,54,728.0,618.0,57.4199192507
58,119,742.0,608.0,72.781853626
58,336,1256.0,976.0,65.8663886407
58,212,919.0,703.0,50.5839205185
58,185,924.0,676.0,57.863476116499996
58,221,842.0,659.0,75.5059659219
59,122,510.0,368.0,64.462857676
59,267,455.0,324.0,67.5158540742
59,249,501.0,337.0,67.1043408291
59,136,616.0,527.0,63.59076869720001
59,104,568.0,442.0,77.4033087035
59,78,987.0,787.0,68.670324345
59,115,765.0,519.0,54.8618918342
59,187,1021.0,696.0,84.70942246770001
59,191,1092.0,847.0,79.4434469327
60,34,289.0,219.0,85.3564679043
60,35,370.0,286.0,75.9632200282
60,114,925.0,720.0,73.96164514670002
60,318,832.0,628.0,74.25131940680001
60,334,710.0,532.0,65.7226614057
60,110,598.0,462.0,55.635152385699996
60,291,746.0,560.0,82.4871563716
60,290,919.0,705.0,80.1331186482
60,270,1109.0,856.0,64.8311243828
61,283,600.0,501.0,60.528156464700004
61,208,632.0,516.0,63.37256966020001
61,93,647.0,515.0,58.747159598
61,91,850.0,621.0,67.9098923457
61,13,1243.0,978.0,88.44241252379999
61,238,1262.0,1011.0,75.8402680207
61,125,1745.0,1393.0,78.4134348602
61,156,1730.0,1311.0,86.85620474219999
61,330,1408.0,1077.0,65.42609246
62,32,270.0,185.0,65.3059061944
62,97,499.0,365.0,56.8320623285
62,85,617.0,471.0,74.5192949252
62,66,606.0,430.0,62.377271960600005
62,100,500.0,365.0,54.5192404776
62,53,662.0,471.0,62.7583762459
62,232,641.0,464.0,82.9287572766
62,75,872.0,644.0,73.7024580651
62,194,650.0,510.0,67.2482267802
63,146,220.0,164.0,75.3200530245
63,228,410.0,297.0,66.635230758
63,7,441.0,343.0,83.1785942079
63,97,431.0,317.0,56.8320623285
63,232,662.0,476.0,82.9287572766
63,346,718.0,584.0,69.3739588173
63,75,776.0,584.0,73.7024580651
63,259,794.0,637.0,73.7665396324
63,254,723.0,536.0,66.6649921522
64,185,320.0,259.0,57.863476116499996
64,221,577.0,457.0,75.5059659219
64,203,727.0,550.0,64.7720549741
64,278,791.0,626.0,68.9933087846
64,43,687.0,566.0,68.7891225744
64,142,1012.0,809.0,67.6734947167
64,58,1128.0,862.0,71.9299716552
64,54,1410.0,1149.0,57.4199192507
64,277,1061.0,837.0,81.78722889689999
65,131,583.0,492.0,84.8564642506
65,56,622.0,496.0,45.552062742
65,280,704.0,591.0,73.1846690552
65,150,711.0,514.0,76.7812260557
65,4,904.0,665.0,86.04048798950001
65,274,759.0,568.0,69.9193069262
65,139,1007.0,743.0,78.33771847850001
65,27,1049.0,780.0,71.1402668045
65,41,1018.0,766.0,67.5753996258
66,100,240.0,219.0,54.5192404776
66,32,337.0,256.0,65.3059061944
66,257,332.0,271.0,67.0741025388
66,62,606.0,473.0,92.94150523489999
66,194,462.0,407.0,67.2482267802
66,53,568.0,419.0,62.7583762459
66,260,766.0,582.0,69.987682799
66,27,714.0,575.0,71.1402668045
66,139,705.0,573.0,78.33771847850001
67,40,499.0,370.0,75.8165504817
67,195,467.0,335.0,55.4870826708
67,244,568.0,380.0,73.9788415564
67,174,812.0,597.0,66.4031129784
67,308,734.0,594.0,83.8734698308
67,272,737.0,575.0,48.07760091390001
67,186,822.0,643.0,87.8359656847
67,200,715.0,552.0,73.6288779035
67,5,705.0,523.0,76.9910188843
68,297,365.0,287.0,62.9668989318
68,307,351.0,269.0,73.9549985055
68,103,646.0,516.0,82.6864804786
68,224,533.0,396.0,70.6572126001
68,128,846.0,646.0,63.5558973763
68,312,771.0,599.0,75.1399918203
68,323,1015.0,797.0,72.1587172494
68,189,1315.0,986.0,98.6161597459
68,216,877.0,656.0,74.9393993009
69,57,484.0,382.0,79.7970072921
69,87,756.0,648.0,95.77306695530001
69,72,542.0,408.0,58.2540208372
69,16,584.0,480.0,66.8975586539
69,214,1182.0,875.0,67.8202577155
69,281,1182.0,915.0,72.5318286267
69,26,1563.0,1364.0,77.2854769087
69,10,1578.0,1401.0,68.5036702937
69,115,1171.0,915.0,54.8618918342
70,214,374.0,277.0,67.8202577155
70,288,437.0,337.0,74.8130423798
70,236,624.0,445.0,69.90468507770001
70,115,518.0,410.0,54.8618918342
70,72,722.0,556.0,58.2540208372
70,187,755.0,597.0,84.70942246770001
70,47,1030.0,778.0,77.6106889508
70,18,920.0,700.0,77.1657407476
70,254,931.0,728.0,66.6649921522
71,50,441.0,340.0,80.4023501608
71,73,375.0,247.0,80.0827003231
71,101,380.0,297.0,82.2326195463
71,316,666.0,482.0,80.4903853552
71,144,479.0,322.0,74.8199191123
71,119,735.0,536.0,72.781853626
71,286,817.0,642.0,65.5125120438
71,239,861.0,638.0,72.6806896267
71,212,819.0,598.0,50.5839205185
72,214,669.0,507.0,67.8202577155
72,16,684.0,550.0,66.8975586539
72,69,542.0,407.0,89.81978876790001
72,70,722.0,547.0,70.48351104449999
72,115,629.0,507.0,54.8618918342
72,87,1051.0,874.0,95.77306695530001
72,267,908.0,791.0,67.5158540742
72,18,1336.0,1007.0,77.1657407476
72,57,1031.0,803.0,79.7970072921
73,71,375.0,305.0,72.3600032368
73,144,503.0,370.0,74.8199191123
73,316,500.0,371.0,80.4903853552
73,160,604.0,420.0,77.06697458939999
73,182,756.0,501.0,76.1260145942
73,50,735.0,595.0,80.4023501608
73,101,746.0,600.0,82.2326195463
73,175,1006.0,756.0,73.6499238726
73,239,1044.0,793.0,72.6806896267
74,216,360.0,285.0,74.9393993009
74,294,799.0,630.0,70.9168956959
74,312,676.0,539.0,75.1399918203
74,222,887.0,717.0,66.37464485859999
74,323,946.0,768.0,72.1587172494
74,1,847.0,636.0,78.8726802496
74,307,887.0,694.0,73.9549985055
74,128,1151.0,894.0,63.5558973763
74,28,1447.0,1154.0,76.4428413975
75,198,217.0,178.0,89.7953549309
75,85,378.0,285.0,74.5192949252
75,259,385.0,311.0,73.7665396324
75,7,381.0,285.0,83.1785942079
75,179,611.0,541.0,73.3533865479
75,97,590.0,413.0,56.8320623285
75,346,771.0,599.0,69.3739588173
75,255,671.0,591.0,62.698390911400004
75,62,868.0,620.0,92.94150523489999
76,90,593.0,439.0,73.878624965
76,337,711.0,527.0,60.25158996800001
76,108,1023.0,805.0,79.4089913448
76,171,1065.0,819.0,58.4221086701
76,124,1221.0,927.0,85.2104830656
76,217,1037.0,798.0,60.296474374700004
76,21,1246.0,964.0,88.2752636484
76,205,1412.0,1090.0,75.9494451633
76,223,942.0,723.0,80.0680664021
77,180,489.0,448.0,75.6398021621
77,237,850.0,683.0,62.1561504265
77,285,674.0,531.0,56.675571910600006
77,137,563.0,403.0,91.9293145192
77,102,988.0,867.0,94.93728557040001
77,335,1135.0,934.0,70.5791503184
77,266,1013.0,792.0,74.9648619104
77,250,1508.0,1159.0,59.4316808904
77,86,1373.0,1006.0,67.8222755921
78,191,534.0,378.0,79.4434469327
78,136,537.0,400.0,63.59076869720001
78,8,482.0,365.0,58.8756459072
78,207,642.0,487.0,67.8991732946
78,104,961.0,666.0,77.4033087035
78,59,987.0,678.0,86.9113598225
78,275,958.0,715.0,73.46672758369998
78,10,992.0,760.0,68.5036702937
78,267,1251.0,916.0,67.5158540742
79,193,452.0,364.0,71.9249263424
79,154,512.0,380.0,88.2140044831
